Число вычислений значений целевой функции до остановки: 173
Итоговое решение: (0.15625;-0.375;0.546875) = 0.464111
Время работы алгоритма: 4.096 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(2,000000;3,000000;3,000000),	22,000000
(0,000000;0,000000;1,000000),	1,000000

(2,000000;2,000000;2,000000),	12,000000
(0,000000;-1,000000;0,000000),	1,000000
(0,000000;0,000000;1,000000),	1,000000

(1,000000;0,500000;1,000000),	2,250000
(0,000000;-1,000000;0,000000),	1,000000
(0,000000;-0,500000;0,500000),	0,500000

(0,500000;0,000000;0,750000),	0,812500
(0,000000;-0,750000;0,250000),	0,625000
(0,000000;-0,500000;0,500000),	0,500000

(0,250000;-0,250000;0,625000),	0,515625
(0,000000;-0,625000;0,375000),	0,531250
(0,000000;-0,500000;0,500000),	0,500000

(0,125000;-0,375000;0,562500),	0,472656
(0,000000;-0,562500;0,437500),	0,507812
(0,000000;-0,500000;0,500000),	0,500000

(0,125000;-0,375000;0,562500),	0,472656
(0,031250;-0,500000;0,484375),	0,485596
(0,000000;-0,500000;0,500000),	0,500000

(0,125000;-0,375000;0,562500),	0,472656
(0,031250;-0,500000;0,484375),	0,485596
(0,156250;-0,375000;0,546875),	0,464111

(0,140625;-0,375000;0,554688),	0,468079
(0,093750;-0,437500;0,515625),	0,466064
(0,156250;-0,375000;0,546875),	0,464111

