Число вычислений значений целевой функции до остановки: 198
Итоговое решение: (-0.277344;-0.253906;0.867188) = 0.893402
Время работы алгоритма: 0.04 секунд.
История поиска:
(0,000000;0,000000;1,000000),	1,000000
(1,000000;-1,000000;1,000000),	3,000000
(2,000000;2,000000;2,000000),	12,000000

(0,000000;0,000000;1,000000),	1,000000
(1,000000;-1,000000;1,000000),	3,000000
(1,250000;0,750000;1,500000),	4,375000

(0,000000;0,000000;1,000000),	1,000000
(1,000000;-1,000000;1,000000),	3,000000
(0,875000;0,125000;1,250000),	2,343750

(0,000000;0,000000;1,000000),	1,000000
(0,718750;-0,468750;1,062500),	1,865234
(0,875000;0,125000;1,250000),	2,343750

(0,000000;0,000000;1,000000),	1,000000
(0,718750;-0,468750;1,062500),	1,865234
(-0,156250;-0,593750;0,812500),	1,037109

(0,000000;0,000000;1,000000),	1,000000
(0,320312;-0,382812;0,984375),	1,218140
(-0,156250;-0,593750;0,812500),	1,037109

(0,000000;0,000000;1,000000),	1,000000
(-0,476562;-0,210938;0,828125),	0,957397
(-0,156250;-0,593750;0,812500),	1,037109

(-0,238281;-0,105469;0,914062),	0,903412
(-0,476562;-0,210938;0,828125),	0,957397
(-0,316406;-0,402344;0,820312),	0,934906

(-0,238281;-0,105469;0,914062),	0,903412
(-0,078125;-0,296875;0,906250),	0,915527
(-0,316406;-0,402344;0,820312),	0,934906

(-0,238281;-0,105469;0,914062),	0,903412
(-0,158203;-0,201172;0,910156),	0,893883
(-0,277344;-0,253906;0,867188),	0,893402

