Число вычислений значений целевой функции до остановки: 214
Итоговое решение: (-0.03125;0.078125;2) = 4.00708
Время работы алгоритма: 0.158 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(0,000000;3,000000;2,000000),	13,000000
(0,000000;2,000000;2,000000),	8,000000

(2,000000;2,000000;2,000000),	12,000000
(2,000000;1,000000;2,000000),	9,000000
(0,000000;2,000000;2,000000),	8,000000

(-1,000000;0,500000;2,000000),	5,250000
(2,000000;1,000000;2,000000),	9,000000
(0,000000;2,000000;2,000000),	8,000000

(-1,000000;0,500000;2,000000),	5,250000
(0,500000;0,750000;2,000000),	4,812500
(-0,500000;1,250000;2,000000),	5,812500

(-1,000000;0,500000;2,000000),	5,250000
(0,500000;0,750000;2,000000),	4,812500
(0,250000;-0,625000;2,000000),	4,453125

(-0,375000;-0,062500;2,000000),	4,144531
(0,375000;0,062500;2,000000),	4,144531
(0,250000;-0,625000;2,000000),	4,453125

(-0,375000;-0,062500;2,000000),	4,144531
(0,375000;0,062500;2,000000),	4,144531
(0,125000;-0,312500;2,000000),	4,113281

(-0,125000;-0,187500;2,000000),	4,050781
(0,250000;-0,125000;2,000000),	4,078125
(0,125000;-0,312500;2,000000),	4,113281

(-0,125000;-0,187500;2,000000),	4,050781
(0,250000;-0,125000;2,000000),	4,078125
(-0,062500;0,156250;2,000000),	4,028320

(-0,093750;-0,015625;2,000000),	4,009033
(0,093750;0,015625;2,000000),	4,009033
(-0,062500;0,156250;2,000000),	4,028320

(-0,093750;-0,015625;2,000000),	4,009033
(0,093750;0,015625;2,000000),	4,009033
(-0,031250;0,078125;2,000000),	4,007080

