Число вычислений значений целевой функции до остановки: 194
Итоговое решение: (-0.09375;-0.265625;1.17188) = 1.45264
Время работы алгоритма: 0.222 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(0,000000;-1,000000;1,000000),	2,000000
(0,000000;3,000000;2,000000),	13,000000

(2,000000;2,000000;2,000000),	12,000000
(0,000000;-1,000000;1,000000),	2,000000
(2,000000;-2,000000;1,000000),	9,000000

(1,000000;0,500000;1,500000),	3,500000
(0,000000;-1,000000;1,000000),	2,000000
(1,000000;-1,500000;1,000000),	4,250000

(1,000000;0,500000;1,500000),	3,500000
(0,000000;-1,000000;1,000000),	2,000000
(0,000000;1,000000;1,500000),	3,250000

(-1,000000;-0,500000;1,000000),	2,250000
(0,000000;-1,000000;1,000000),	2,000000
(0,000000;1,000000;1,500000),	3,250000

(-0,500000;-0,750000;1,000000),	1,812500
(0,000000;-1,000000;1,000000),	2,000000
(0,000000;0,000000;1,250000),	1,562500

(-0,500000;-0,750000;1,000000),	1,812500
(-0,125000;-0,687500;1,062500),	1,617188
(0,000000;0,000000;1,250000),	1,562500

(-0,250000;-0,375000;1,125000),	1,468750
(-0,062500;-0,343750;1,156250),	1,458984
(0,000000;0,000000;1,250000),	1,562500

(-0,156250;-0,359375;1,140625),	1,454590
(-0,062500;-0,343750;1,156250),	1,458984
(-0,031250;-0,171875;1,203125),	1,478027

(-0,156250;-0,359375;1,140625),	1,454590
(-0,109375;-0,351562;1,148438),	1,454468
(-0,093750;-0,265625;1,171875),	1,452637

