Число вычислений значений целевой функции до остановки: 147
Итоговое решение: (1.78125;-0.40625;0.46875) = 3.55762
Время работы алгоритма: 0.032 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(1,000000;-1,000000;3,000000),	11,000000
(2,000000;0,000000;0,000000),	4,000000

(1,000000;-3,000000;1,000000),	11,000000
(1,000000;-1,000000;3,000000),	11,000000
(2,000000;0,000000;0,000000),	4,000000

(1,500000;-1,500000;0,500000),	4,750000
(1,500000;-0,500000;1,500000),	4,750000
(2,000000;0,000000;0,000000),	4,000000

(1,750000;-0,750000;0,250000),	3,687500
(1,750000;-0,250000;0,750000),	3,687500
(2,000000;0,000000;0,000000),	4,000000

(1,750000;-0,750000;0,250000),	3,687500
(1,750000;-0,500000;0,500000),	3,562500
(1,875000;-0,375000;0,125000),	3,671875

(1,875000;-0,125000;0,375000),	3,671875
(1,750000;-0,500000;0,500000),	3,562500
(1,875000;-0,375000;0,125000),	3,671875

(1,812500;-0,312500;0,437500),	3,574219
(1,750000;-0,500000;0,500000),	3,562500
(1,812500;-0,437500;0,312500),	3,574219

(1,781250;-0,406250;0,468750),	3,557617
(1,750000;-0,500000;0,500000),	3,562500
(1,781250;-0,468750;0,406250),	3,557617

