Число вычислений значений целевой функции до остановки: 129
Итоговое решение: (0.9375;-0.71875;1.21875) = 2.88086
Время работы алгоритма: 0.03 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(1,000000;-1,000000;1,000000),	3,000000
(3,000000;0,000000;0,000000),	9,000000

(1,500000;0,500000;1,500000),	4,750000
(1,000000;-1,000000;1,000000),	3,000000
(2,000000;-0,500000;0,500000),	4,500000

(1,250000;-0,250000;1,250000),	3,187500
(1,000000;-1,000000;1,000000),	3,000000
(1,500000;-0,750000;0,750000),	3,375000

(1,250000;-0,250000;1,250000),	3,187500
(1,000000;-1,000000;1,000000),	3,000000
(0,750000;-0,500000;1,500000),	3,062500

(1,125000;-0,625000;1,125000),	2,921875
(1,000000;-1,000000;1,000000),	3,000000
(0,875000;-0,750000;1,250000),	2,890625

(1,000000;-0,687500;1,187500),	2,882812
(0,937500;-0,875000;1,125000),	2,910156
(0,875000;-0,750000;1,250000),	2,890625

(1,000000;-0,687500;1,187500),	2,882812
(0,968750;-0,781250;1,156250),	2,885742
(0,937500;-0,718750;1,218750),	2,880859

