Число вычислений значений целевой функции до остановки: 325
Итоговое решение: (0.015625;-0.015625;-0.015625;-0.375) = 0.000732422
Время работы алгоритма: 0.12 секунд.
История поиска:
(2,000000;2,000000;2,000000;2,000000),	12,000000
(0,000000;0,000000;2,000000;-1,000000),	4,000000
(0,000000;1,000000;-1,000000;0,000000),	2,000000
(1,000000;0,000000;0,000000;1,000000),	1,000000

(1,166667;1,166667;1,166667;1,000000),	4,083333
(0,000000;0,000000;2,000000;-1,000000),	4,000000
(0,000000;1,000000;-1,000000;0,000000),	2,000000
(1,000000;0,000000;0,000000;1,000000),	1,000000

(-0,500000;-0,500000;-0,500000;-1,000000),	0,750000
(0,000000;0,000000;2,000000;-1,000000),	4,000000
(0,000000;1,000000;-1,000000;0,000000),	2,000000
(1,000000;0,000000;0,000000;1,000000),	1,000000

(-0,500000;-0,500000;-0,500000;-1,000000),	0,750000
(-0,250000;-0,250000;0,750000;-1,000000),	0,687500
(-0,250000;0,250000;-0,750000;-0,500000),	0,687500
(0,250000;-0,250000;-0,250000;0,000000),	0,187500

(0,333333;0,333333;0,333333;0,000000),	0,333333
(-0,250000;-0,250000;0,750000;-1,000000),	0,687500
(-0,250000;0,250000;-0,750000;-0,500000),	0,687500
(0,250000;-0,250000;-0,250000;0,000000),	0,187500

(0,291667;0,041667;0,041667;0,000000),	0,088542
(-0,000000;-0,250000;0,250000;-0,500000),	0,125000
(-0,000000;-0,000000;-0,500000;-0,250000),	0,250000
(0,250000;-0,250000;-0,250000;0,000000),	0,187500

(0,291667;0,041667;0,041667;0,000000),	0,088542
(0,145833;-0,104167;0,145833;-0,250000),	0,053385
(0,145833;0,020833;-0,229167;-0,125000),	0,074219
(0,270833;-0,104167;-0,104167;0,000000),	0,095052

(0,291667;0,041667;0,041667;0,000000),	0,088542
(0,145833;-0,104167;0,145833;-0,250000),	0,053385
(0,145833;0,020833;-0,229167;-0,125000),	0,074219
(0,118056;0,076389;0,076389;-0,250000),	0,025608

(-0,018519;-0,046296;-0,046296;-0,416667),	0,004630
(0,145833;-0,104167;0,145833;-0,250000),	0,053385
(0,145833;0,020833;-0,229167;-0,125000),	0,074219
(0,118056;0,076389;0,076389;-0,250000),	0,025608

(-0,018519;-0,046296;-0,046296;-0,416667),	0,004630
(0,063657;-0,075231;0,049769;-0,333333),	0,012189
(0,063657;-0,012731;-0,137731;-0,270833),	0,023184
(0,049769;0,015046;0,015046;-0,333333),	0,002930

(0,015625;-0,015625;-0,015625;-0,375000),	0,000732
(0,056713;-0,030093;0,032407;-0,333333),	0,005172
(0,056713;0,001157;-0,061343;-0,302083),	0,006981
(0,049769;0,015046;0,015046;-0,333333),	0,002930

