Число вычислений значений целевой функции до остановки: 171
Итоговое решение: (2.375;0;1.25) = 7.20312
Время работы алгоритма: 0.036 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(2,000000;1,000000;2,000000),	9,000000
(3,000000;1,000000;0,000000),	10,000000

(3,000000;0,000000;0,000000),	9,000000
(2,000000;1,000000;2,000000),	9,000000
(3,000000;1,000000;0,000000),	10,000000

(3,000000;0,000000;0,000000),	9,000000
(2,000000;1,000000;2,000000),	9,000000
(2,000000;0,000000;2,000000),	8,000000

(2,500000;0,000000;1,000000),	7,250000
(2,000000;0,500000;2,000000),	8,250000
(2,000000;0,000000;2,000000),	8,000000

(2,500000;0,000000;1,000000),	7,250000
(2,500000;-0,500000;1,000000),	7,500000
(2,000000;0,000000;2,000000),	8,000000

(2,500000;0,000000;1,000000),	7,250000
(2,500000;-0,250000;1,000000),	7,312500
(2,250000;0,000000;1,500000),	7,312500

(2,500000;0,000000;1,000000),	7,250000
(2,500000;-0,125000;1,000000),	7,265625
(2,375000;0,000000;1,250000),	7,203125

(2,500000;0,000000;1,000000),	7,250000
(2,375000;0,125000;1,250000),	7,218750
(2,375000;0,000000;1,250000),	7,203125

(2,437500;0,000000;1,125000),	7,207031
(2,375000;0,062500;1,250000),	7,207031
(2,375000;0,000000;1,250000),	7,203125

