Число вычислений значений целевой функции до остановки: 209
Итоговое решение: (1.375;0.625;-0.625) = 2.67188
Время работы алгоритма: 0.047 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(2,000000;0,000000;0,000000),	4,000000
(3,000000;0,000000;2,000000),	13,000000

(2,000000;2,000000;2,000000),	12,000000
(2,000000;0,000000;0,000000),	4,000000
(1,000000;2,000000;0,000000),	5,000000

(1,000000;0,000000;-2,000000),	5,000000
(2,000000;0,000000;0,000000),	4,000000
(1,000000;2,000000;0,000000),	5,000000

(1,500000;0,000000;-1,000000),	3,250000
(2,000000;0,000000;0,000000),	4,000000
(1,500000;1,000000;0,000000),	3,250000

(1,500000;0,000000;-1,000000),	3,250000
(1,000000;1,000000;-1,000000),	3,000000
(1,500000;1,000000;0,000000),	3,250000

(1,250000;0,500000;-1,000000),	2,812500
(1,000000;1,000000;-1,000000),	3,000000
(1,250000;1,000000;-0,500000),	2,812500

(1,250000;0,500000;-1,000000),	2,812500
(1,500000;0,500000;-0,500000),	2,750000
(1,250000;1,000000;-0,500000),	2,812500

(1,375000;0,500000;-0,750000),	2,703125
(1,500000;0,500000;-0,500000),	2,750000
(1,375000;0,750000;-0,500000),	2,703125

(1,375000;0,500000;-0,750000),	2,703125
(1,250000;0,750000;-0,750000),	2,687500
(1,375000;0,750000;-0,500000),	2,703125

(1,312500;0,625000;-0,750000),	2,675781
(1,250000;0,750000;-0,750000),	2,687500
(1,312500;0,750000;-0,625000),	2,675781

(1,312500;0,625000;-0,750000),	2,675781
(1,375000;0,625000;-0,625000),	2,671875
(1,312500;0,750000;-0,625000),	2,675781

