Число вычислений значений целевой функции до остановки: 150
Итоговое решение: (0.96875;1.42188;-0.703125) = 3.45459
Время работы алгоритма: 83.072 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(0,000000;2,000000;-1,000000),	5,000000
(2,000000;1,000000;0,000000),	5,000000

(1,500000;1,750000;0,750000),	5,875000
(0,000000;2,000000;-1,000000),	5,000000
(2,000000;1,000000;0,000000),	5,000000

(0,500000;1,250000;-1,750000),	4,875000
(0,000000;2,000000;-1,000000),	5,000000
(2,000000;1,000000;0,000000),	5,000000

(0,500000;1,250000;-1,750000),	4,875000
(0,250000;1,625000;-1,375000),	4,593750
(1,250000;1,125000;-0,875000),	3,593750

(1,000000;1,500000;-0,500000),	3,500000
(0,250000;1,625000;-1,375000),	4,593750
(1,250000;1,125000;-0,875000),	3,593750

(1,000000;1,500000;-0,500000),	3,500000
(0,625000;1,562500;-0,937500),	3,710938
(1,125000;1,312500;-0,687500),	3,460938

(1,062500;1,406250;-0,593750),	3,458984
(0,875000;1,437500;-0,812500),	3,492188
(1,125000;1,312500;-0,687500),	3,460938

(1,062500;1,406250;-0,593750),	3,458984
(0,968750;1,421875;-0,703125),	3,454590
(1,093750;1,359375;-0,640625),	3,454590

