Число вычислений значений целевой функции до остановки: 172
Итоговое решение: (2;-0.03125;0) = 4.00098
Время работы алгоритма: 5.308 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(2,000000;0,000000;1,000000),	5,000000
(2,000000;3,000000;-1,000000),	14,000000

(2,000000;1,000000;1,500000),	7,250000
(2,000000;0,000000;1,000000),	5,000000
(2,000000;1,500000;0,000000),	6,250000

(2,000000;0,500000;-0,500000),	4,500000
(2,000000;0,000000;1,000000),	5,000000
(2,000000;1,500000;0,000000),	6,250000

(2,000000;0,500000;-0,500000),	4,500000
(2,000000;0,000000;1,000000),	5,000000
(2,000000;0,875000;0,125000),	4,781250

(2,000000;0,500000;-0,500000),	4,500000
(2,000000;0,250000;0,250000),	4,125000
(2,000000;0,687500;-0,187500),	4,507812

(2,000000;0,500000;-0,500000),	4,500000
(2,000000;0,250000;0,250000),	4,125000
(2,000000;-0,250000;0,000000),	4,062500

(2,000000;0,125000;-0,250000),	4,078125
(2,000000;0,000000;0,125000),	4,015625
(2,000000;-0,250000;0,000000),	4,062500

(2,000000;0,062500;-0,062500),	4,007812
(2,000000;0,000000;0,125000),	4,015625
(2,000000;-0,125000;0,062500),	4,019531

(2,000000;0,062500;-0,062500),	4,007812
(2,000000;0,031250;0,031250),	4,001953
(2,000000;-0,031250;0,000000),	4,000977

