Число вычислений значений целевой функции до остановки: 238
Итоговое решение: (0.09375;-0.289062;0.21875) = 0.140198
Время работы алгоритма: 6.191 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(3,000000;1,000000;0,000000),	10,000000
(1,000000;0,000000;0,000000),	1,000000

(2,000000;-1,000000;-2,000000),	9,000000
(3,000000;1,000000;0,000000),	10,000000
(1,000000;0,000000;0,000000),	1,000000

(2,000000;-1,000000;-2,000000),	9,000000
(0,000000;-2,000000;-2,000000),	8,000000
(1,000000;0,000000;0,000000),	1,000000

(-1,000000;-1,000000;0,000000),	2,000000
(0,000000;-2,000000;-2,000000),	8,000000
(1,000000;0,000000;0,000000),	1,000000

(-1,000000;-1,000000;0,000000),	2,000000
(0,000000;-1,250000;-1,000000),	2,562500
(1,000000;0,000000;0,000000),	1,000000

(-1,000000;-1,000000;0,000000),	2,000000
(0,000000;0,250000;1,000000),	1,062500
(1,000000;0,000000;0,000000),	1,000000

(0,000000;-0,500000;0,000000),	0,250000
(0,500000;0,125000;0,500000),	0,515625
(1,000000;0,000000;0,000000),	1,000000

(0,000000;-0,500000;0,000000),	0,250000
(0,500000;0,125000;0,500000),	0,515625
(0,625000;-0,093750;0,125000),	0,415039

(0,000000;-0,500000;0,000000),	0,250000
(0,250000;-0,187500;0,250000),	0,160156
(0,312500;-0,296875;0,062500),	0,189697

(0,125000;-0,343750;0,125000),	0,149414
(0,250000;-0,187500;0,250000),	0,160156
(0,281250;-0,242188;0,156250),	0,162170

(0,125000;-0,343750;0,125000),	0,149414
(0,250000;-0,187500;0,250000),	0,160156
(0,093750;-0,289062;0,218750),	0,140198

(0,109375;-0,316406;0,171875),	0,141617
(0,171875;-0,238281;0,234375),	0,141251
(0,093750;-0,289062;0,218750),	0,140198

