Число вычислений значений целевой функции до остановки: 150
Итоговое решение: (0;1.1875;-0.4375) = 1.60156
Время работы алгоритма: 0.04 секунд.
История поиска:
(2,000000;2,000000;2,000000),	12,000000
(0,000000;1,000000;-1,000000),	2,000000
(2,000000;1,000000;-1,000000),	6,000000

(1,000000;1,500000;0,500000),	3,500000
(0,000000;1,000000;-1,000000),	2,000000
(1,000000;1,000000;-1,000000),	3,000000

(0,500000;1,250000;-0,250000),	1,875000
(0,000000;1,000000;-1,000000),	2,000000
(0,500000;1,000000;-1,000000),	2,250000

(0,500000;1,250000;-0,250000),	1,875000
(0,000000;1,000000;-1,000000),	2,000000
(0,000000;1,250000;-0,250000),	1,625000

(0,250000;1,250000;-0,250000),	1,687500
(0,000000;1,125000;-0,625000),	1,656250
(0,000000;1,250000;-0,250000),	1,625000

(0,125000;1,250000;-0,250000),	1,640625
(0,000000;1,187500;-0,437500),	1,601562
(0,000000;1,250000;-0,250000),	1,625000

(-0,125000;1,187500;-0,437500),	1,617188
(0,000000;1,187500;-0,437500),	1,601562
(0,000000;1,250000;-0,250000),	1,625000

(-0,062500;1,187500;-0,437500),	1,605469
(0,000000;1,187500;-0,437500),	1,601562
(0,000000;1,218750;-0,343750),	1,603516

